1_ortho,2_phon,3_lemme,4_cgram,5_genre,6_nombre,9_freqfilms2,10_freqlivres,24_nbsyll
sénégalaises,senegalEz,sénégalais,NOM,f,p,0.0,0.14,4
sénés,sene,séné,NOM,m,p,0.0,0.07,2
séoudite,seudit,séoudite,ADJ,f,s,0.0,0.27,3
sépale,sepal,sépale,NOM,m,s,0.01,0.0,2
sépales,sepal,sépale,NOM,m,p,0.02,0.0,2
sépara,sepaRa,séparer,VER,,,0.27,2.77,3
séparable,sepaRabl,séparable,ADJ,,s,0.0,0.14,3
séparai,sepaRE,séparer,VER,,,0.01,0.14,3
séparaient,sepaRE,séparer,VER,,,0.3,7.7,3
séparais,sepaRE,séparer,VER,,,0.01,0.34,3
séparait,sepaRE,séparer,VER,,,1.23,18.04,3
séparant,sepaR@,séparer,VER,,,0.56,4.26,3
séparateur,sepaRat9R,séparateur,ADJ,m,s,0.0,0.2,4
séparateur,sepaRat9R,séparateur,NOM,m,s,0.07,0.0,4
séparation,sepaRasj§,séparation,NOM,f,s,9.88,13.45,4
séparations,sepaRasj§,séparation,NOM,f,p,0.27,0.95,4
séparatiste,sepaRatist,séparatiste,ADJ,m,s,0.09,0.2,4
séparatiste,sepaRatist,séparatiste,NOM,,s,0.05,0.0,4
séparatistes,sepaRatist,séparatiste,ADJ,f,p,0.36,0.0,4
séparatistes,sepaRatist,séparatiste,NOM,,p,0.4,0.0,4
séparatrice,sepaRatRis,séparateur,ADJ,f,s,0.01,0.0,4
sépare,sepaR,séparer,VER,,,12.77,14.19,2
séparent,sepaR,séparer,VER,,,3.41,6.42,2
séparer,sepaRe,séparer,VER,,,20.34,18.38,3
séparera,sepaR°Ra,séparer,VER,,,1.39,0.34,4
séparerai,sepaR°RE,séparer,VER,,,0.32,0.34,4
sépareraient,sepaR°RE,séparer,VER,,,0.17,0.14,4
séparerais,sepaR°RE,séparer,VER,,,0.28,0.07,4
séparerait,sepaR°RE,séparer,VER,,,0.22,0.54,4
sépareras,sepaR°Ra,séparer,VER,,,0.02,0.0,4
séparerez,sepaR°Re,séparer,VER,,,0.16,0.14,4
séparerons,sepaR°R§,séparer,VER,,,0.25,0.2,4
sépareront,sepaR°R§,séparer,VER,,,0.09,0.0,4
séparez,sepaRe,séparer,VER,,,2.59,0.14,3
sépariez,sepaRje,séparer,VER,,,0.32,0.07,3
séparions,sepaRj§,séparer,VER,,,0.08,0.68,3
séparons,sepaR§,séparer,VER,,,2.17,0.47,3
séparâmes,sepaRam,séparer,VER,,,0.01,0.34,3
séparât,sepaRa,séparer,VER,,,0.0,0.27,3
séparèrent,sepaRER,séparer,VER,,,0.3,3.11,3
séparé,sepaRe,séparer,VER,m,s,4.11,8.78,3
séparé,sepaRe,séparé,ADJ,m,s,1.11,1.28,3
séparée,sepaRe,séparer,VER,f,s,2.11,6.49,3
séparée,sepaRe,séparé,ADJ,f,s,0.62,0.95,3
séparées,sepaRe,séparer,VER,f,p,0.95,3.04,3
séparées,sepaRe,séparé,ADJ,f,p,1.11,1.28,3
séparément,sepaRem@,séparément,ADV,,,4.01,3.78,4
séparés,sepaRe,séparer,VER,m,p,11.81,12.43,3
séparés,sepaRe,séparé,ADJ,m,p,2.56,3.78,3
sépharade,sefaRad,sépharade,ADJ,f,s,0.01,0.07,3
sépharade,sefaRad,sépharade,NOM,,s,0.0,0.27,3
sépharades,sefaRad,sépharade,ADJ,,p,0.0,0.14,3
sépharades,sefaRad,sépharade,NOM,,p,0.0,0.14,3
sépia,sepja,sépia,NOM,f,s,0.02,1.08,2
sépias,sepja,sépia,NOM,f,p,0.0,0.07,2
sépulcral,sepylkRal,sépulcral,ADJ,m,s,0.01,0.34,3
sépulcrale,sepylkRal,sépulcral,ADJ,f,s,0.01,0.68,3
sépulcrales,sepylkRal,sépulcral,ADJ,f,p,0.01,0.07,3
sépulcre,sepylkR,sépulcre,NOM,m,s,0.08,1.01,2
sépulcres,sepylkR,sépulcre,NOM,m,p,0.4,0.07,2
sépulture,sepyltyR,sépulture,NOM,f,s,1.44,2.16,3
sépultures,sepyltyR,sépulture,NOM,f,p,0.07,0.81,3
séquanaise,sekanEz,séquanais,NOM,f,s,0.0,0.2,3
séquelle,sekEl,séquelle,NOM,f,s,0.11,0.41,2
séquelles,sekEl,séquelle,NOM,f,p,1.21,1.96,2
séquence,sek@s,séquence,NOM,f,s,6.02,2.97,2
séquencer,sek@se,séquencer,VER,,,0.2,0.0,3
séquences,sek@s,séquence,NOM,f,p,1.59,1.76,2
séquenceur,sek@s9R,séquenceur,NOM,m,s,0.11,0.0,3
séquentiel,sek@sjEl,séquentiel,ADJ,m,s,0.02,0.0,3
séquentielle,sek@sjEl,séquentiel,ADJ,f,s,0.11,0.0,3
séquentiellement,sek@sjEl°m@,séquentiellement,ADV,,,0.01,0.0,5
séquençage,sek@saZ,séquençage,NOM,m,s,0.27,0.0,3
séquestraient,sekEstRE,séquestrer,VER,,,0.01,0.07,3
séquestrait,sekEstRE,séquestrer,VER,,,0.14,0.2,3
séquestration,sekEstRasj§,séquestration,NOM,f,s,0.3,0.34,4
séquestrations,sekEstRasj§,séquestration,NOM,f,p,0.2,0.14,4
séquestre,sekEstR,séquestre,NOM,m,s,0.31,0.81,2
séquestre,sekEstR,séquestrer,VER,,,0.06,0.14,2
séquestrer,sekEstRe,séquestrer,VER,,,0.44,0.47,3
séquestres,sekEstR,séquestre,NOM,m,p,0.02,0.14,2
séquestrez,sekEstRe,séquestrer,VER,,,0.12,0.0,3
séquestré,sekEstRe,séquestrer,VER,m,s,0.37,0.54,3
séquestrée,sekEstRe,séquestrer,VER,f,s,0.83,0.47,3
séquestrés,sekEstRe,séquestrer,VER,m,p,0.08,0.14,3
séquoia,sekoja,séquoia,NOM,m,s,0.3,1.22,3
séquoias,sekoja,séquoia,NOM,m,p,0.11,0.27,3
sérac,seRak,sérac,NOM,m,s,0.21,0.0,2
séracs,seRak,sérac,NOM,m,p,0.0,0.07,2
sérail,seRaj,sérail,NOM,m,s,0.47,13.31,2
séraphin,seRaf5,séraphin,NOM,m,s,0.06,0.2,3
séraphins,seRaf5,séraphin,NOM,m,p,0.14,0.2,3
séraphique,seRafik,séraphique,ADJ,,s,0.0,0.34,3
séraphiques,seRafik,séraphique,ADJ,,p,0.0,0.2,3
séreux,seR2,séreux,ADJ,m,s,0.0,0.07,2
sérial,seRjal,sérial,NOM,m,s,0.03,0.0,2
sériant,seRj@,sérier,VER,,,0.0,0.07,2
série,seRi,série,NOM,f,s,33.34,35.41,2
sériel,seRjEl,sériel,ADJ,m,s,0.01,0.14,2
sérielle,seRjEl,sériel,ADJ,f,s,0.0,0.27,2
sérier,seRje,sérier,VER,,,0.0,0.07,2
séries,seRi,série,NOM,f,p,3.19,4.19,2
sérieuse,seRj2z,sérieux,ADJ,f,s,23.64,13.65,2
sérieuse,seRj2z,sérieux,NOM,f,s,0.37,0.41,2
sérieusement,seRj2z°m@,sérieusement,ADV,,,39.34,21.76,4
sérieuses,seRj2z,sérieux,ADJ,f,p,5.85,9.53,2
sérieuses,seRj2z,sérieux,NOM,f,p,0.15,0.27,2
sérieux,seRj2,sérieux,ADJ,m,,80.99,42.84,2
sérieux,seRj2,sérieux,NOM,m,,27.58,24.39,2
sérique,seRik,sérique,ADJ,m,s,0.01,0.0,2
sérologie,seRoloZi,sérologie,NOM,f,s,0.09,0.0,4
séronégatif,seRonegatif,séronégatif,ADJ,m,s,0.19,0.14,5
séronégatif,seRonegatif,séronégatif,NOM,m,s,0.0,0.07,5
séronégatifs,seRonegatif,séronégatif,ADJ,m,p,0.03,0.0,5
séronégatifs,seRonegatif,séronégatif,NOM,m,p,0.03,0.27,5
séronégative,seRonegativ,séronégatif,ADJ,f,s,0.03,0.0,5
séropo,seRopo,séropo,NOM,,s,0.17,0.14,3
séropositif,seRopozitif,séropositif,ADJ,m,s,0.99,0.81,5
séropositif,seRopozitif,séropositif,NOM,m,s,0.03,0.07,5
séropositifs,seRopozitif,séropositif,ADJ,m,p,0.17,0.27,5
séropositifs,seRopozitif,séropositif,NOM,m,p,0.05,0.54,5
séropositive,seRopozitiv,séropositif,ADJ,f,s,0.81,0.0,5
séropositive,seRopozitiv,séropositive,NOM,f,s,0.04,0.0,5
séropositives,seRopozitiv,séropositif,ADJ,f,p,0.09,0.07,5
séropositivité,seRopozitivite,séropositivité,NOM,f,s,0.09,0.27,7
sérosité,seRozite,sérosité,NOM,f,s,0.02,0.07,4
sérotonine,seRotonin,sérotonine,NOM,f,s,0.61,0.0,4
sérum,seROm,sérum,NOM,m,s,4.0,0.74,2
sérums,seROm,sérum,NOM,m,p,0.15,0.07,2
sérénade,seRenad,sérénade,NOM,f,s,1.02,0.81,3
sérénades,seRenad,sérénade,NOM,f,p,0.11,0.27,3
sérénissime,seRenisim,sérénissime,ADJ,,s,0.07,1.62,4
sérénité,seRenite,sérénité,NOM,f,s,4.71,12.91,4
sésame,sezam,sésame,NOM,m,s,1.26,1.35,2
sésamoïdes,sezamoid,sésamoïde,ADJ,,p,0.01,0.0,4
séton,set§,séton,NOM,m,s,0.0,0.07,2
sévi,sevi,sévir,VER,m,s,0.14,0.68,2
sévice,sevis,sévices,NOM,m,s,0.12,0.34,2
sévices,sevis,sévices,NOM,m,p,1.13,2.16,2
sévillan,sevil@,sévillan,ADJ,m,s,0.0,0.07,3
sévillan,sevil@,sévillan,NOM,m,s,0.0,0.07,3
sévillane,sevilan,sévillan,ADJ,f,s,0.0,0.07,3
sévillane,sevilan,sévillan,NOM,f,s,0.0,0.2,3
sévir,seviR,sévir,VER,,,0.75,1.62,2
sévira,seviRa,sévir,VER,,,0.04,0.0,3
sévirai,seviRE,sévir,VER,,,0.14,0.07,3
sévissaient,sevisE,sévir,VER,,,0.1,0.34,3
sévissais,sevisE,sévir,VER,,,0.0,0.07,3
sévissait,sevisE,sévir,VER,,,0.5,1.01,3
sévissant,sevis@,sévir,VER,,,0.01,0.0,3
sévisse,sevis,sévir,VER,,,0.03,0.07,2
sévissent,sevis,sévir,VER,,,0.18,0.34,2
sévit,sevi,sévir,VER,,,1.33,1.35,2
sévrienne,sevRijEn,sévrienne,NOM,f,s,0.0,0.07,3
sévriennes,sevRijEn,sévrienne,NOM,f,p,0.0,0.07,3
sévère,sevER,sévère,ADJ,,s,8.28,22.91,2
sévèrement,sevER°m@,sévèrement,ADV,,,2.46,6.08,4
sévères,sevER,sévère,ADJ,,p,1.2,6.82,2
sévérité,seveRite,sévérité,NOM,f,s,0.95,6.89,4
sévérités,seveRite,sévérité,NOM,f,p,0.01,0.27,4
sévît,sevi,sévir,VER,,,0.0,0.07,2
sézigue,sezig,sézigue,PRO:per,,s,0.0,0.27,2
sûmes,sym,savoir,VER,,,0.0,0.61,1
sûr,syR,sûr,ADJ,m,s,801.64,343.51,1
sûre,syR,sûr,ADJ,f,s,122.03,56.55,1
sûrement,syR°m@,sûrement,ADV,,,133.67,74.12,3
sûres,syR,sûr,ADJ,f,p,2.47,2.91,1
sûreté,syR°te,sûreté,NOM,f,s,7.01,9.86,3
sûretés,syR°te,sûreté,NOM,f,p,0.03,0.2,3
sûrs,syR,sûr,ADJ,m,p,17.43,10.0,1
sût,sy,savoir,VER,,,0.08,6.62,1
t,t,t,NOM,m,,30.95,4.93,1
t,t,t,PRO:per,,s,88.47,4.53,1
t',t,t,NOM,m,,0.01,0.14,1
t',t,t',PRO:per,,s,4344.23,779.93,1
t-shirt,tiS9Rt,t-shirt,NOM,m,s,7.59,0.2,2
t-shirts,tiS9Rt,t-shirt,NOM,m,p,3.28,0.34,2
ta,ta,ta,ADJ:pos,,,1265.97,251.69,1
tab,tab,tab,ADJ,m,s,0.23,0.0,1
tabac,taba,tabac,NOM,m,s,15.7,41.28,2
tabacs,taba,tabac,NOM,m,p,0.3,0.61,2
tabagie,tabaZi,tabagie,NOM,f,s,0.15,0.27,3
tabagies,tabaZi,tabagie,NOM,f,p,0.0,0.14,3
tabagisme,tabaZizm,tabagisme,NOM,m,s,0.26,0.0,3
tabard,tabaR,tabard,NOM,m,s,0.13,0.0,2
tabaski,tabaski,tabaski,NOM,f,s,0.0,0.07,3
tabassage,tabasaZ,tabassage,NOM,m,s,0.07,0.14,3
tabassages,tabasaZ,tabassage,NOM,m,p,0.0,0.14,3
tabassaient,tabasE,tabasser,VER,,,0.04,0.0,3
tabassais,tabasE,tabasser,VER,,,0.14,0.0,3
tabassait,tabasE,tabasser,VER,,,0.33,0.14,3
tabassant,tabas@,tabasser,VER,,,0.01,0.0,3
tabasse,tabas,tabasser,VER,,,1.96,0.27,2
tabassent,tabas,tabasser,VER,,,0.38,0.07,2
tabasser,tabase,tabasser,VER,,,4.91,1.01,3
tabassera,tabas°Ra,tabasser,VER,,,0.08,0.0,4
tabasseraient,tabas°RE,tabasser,VER,,,0.01,0.0,4
tabasserais,tabas°RE,tabasser,VER,,,0.18,0.0,4
tabasses,tabas,tabasser,VER,,,0.25,0.07,2
tabassez,tabase,tabasser,VER,,,0.09,0.0,3
tabassons,tabas§,tabasser,VER,,,0.01,0.07,3
tabassèrent,tabasER,tabasser,VER,,,0.01,0.0,3
tabassé,tabase,tabasser,VER,m,s,3.59,0.34,3
tabassée,tabase,tabasser,VER,f,s,0.48,0.14,3
tabassée,tabase,tabassée,NOM,f,s,0.01,0.0,3
tabassés,tabase,tabasser,VER,m,p,0.26,0.2,3
tabatière,tabatjER,tabatière,NOM,f,s,0.35,2.16,3
tabatières,tabatjER,tabatière,NOM,f,p,0.11,0.41,3
tabellion,tabelj§,tabellion,NOM,m,s,0.0,0.14,3
tabellions,tabelj§,tabellion,NOM,m,p,0.0,0.07,3
tabernacle,tabERnakl,tabernacle,NOM,m,s,0.69,2.03,3
tabernacles,tabERnakl,tabernacle,NOM,m,p,0.0,0.14,3
tabla,tabla,tabla,NOM,m,s,0.01,0.0,2
tabla,tabla,tabler,VER,,,0.01,0.0,2
tablais,tablE,tabler,VER,,,0.01,0.0,2
tablant,tabl@,tabler,VER,,,0.01,0.14,2
tablature,tablatyR,tablature,NOM,f,s,0.0,0.07,3
table,tabl,table,NOM,f,s,111.44,341.08,1
table,tabl,tabler,VER,,,0.54,0.74,1
table-bureau,tabl°byRo,table-bureau,NOM,f,s,0.0,0.07,4
table-coiffeuse,tablkwaf2z,table-coiffeuse,NOM,f,s,0.0,0.27,3
tableau,tablo,tableau,NOM,m,s,37.8,57.84,2
tableautin,tablot5,tableautin,NOM,m,s,0.0,0.07,3
tableautins,tablot5,tableautin,NOM,m,p,0.0,0.2,3
tableaux,tablo,tableau,NOM,m,p,12.31,32.16,2
tabler,table,tabler,VER,,,0.04,0.54,2
tablerez,tabl°Re,tabler,VER,,,0.01,0.0,3
tables,tabl,table,NOM,f,p,6.92,38.72,1
tables,tabl,tabler,VER,,,0.31,0.07,1
tablette,tablEt,tablette,NOM,f,s,2.08,6.76,2
tabletterie,tablEt°Ri,tabletterie,NOM,f,s,0.0,0.07,4
tablettes,tablEt,tablette,NOM,f,p,0.63,3.11,2
tableur,tabl9R,tableur,NOM,m,s,0.05,0.0,2
tablier,tablije,tablier,NOM,m,s,4.13,27.16,3
tabliers,tablije,tablier,NOM,m,p,0.86,3.18,3
tablons,tabl§,tabler,VER,,,0.02,0.0,2
tabloïd,tablOid,tabloïd,ADJ,m,s,0.01,0.0,3
tabloïd,tablOid,tabloïd,NOM,m,s,0.17,0.0,3
tabloïde,tabloid,tabloïde,NOM,,s,0.04,0.07,3
tabloïdes,tabloid,tabloïde,NOM,,p,0.07,0.0,3
tabloïds,tabloid,tabloïd,NOM,m,p,0.27,0.0,3
tablé,table,tabler,VER,m,s,0.0,0.07,2
tablée,table,tablée,NOM,f,s,0.02,1.15,2
tablées,table,tabler,VER,f,p,0.0,0.07,2
tablées,table,tablée,NOM,f,p,0.0,0.34,2
tabor,tabOR,tabor,NOM,m,s,0.0,0.07,2
taborites,taboRit,taborite,NOM,m,p,0.0,0.07,3
tabors,tabOR,tabor,NOM,m,p,0.0,1.08,2
tabou,tabu,tabou,ADJ,m,s,0.78,0.95,2
tabou,tabu,tabou,NOM,m,s,0.54,1.69,2
taboue,tabu,tabou,ADJ,f,s,0.11,0.07,2
taboue,tabu,tabouer,VER,,,0.0,0.07,2
taboues,tabu,tabou,ADJ,f,p,0.01,0.0,2
taboulé,tabule,taboulé,NOM,m,s,0.18,0.0,3
tabouret,tabuRE,tabouret,NOM,m,s,2.79,15.47,3
tabourets,tabuRE,tabouret,NOM,m,p,0.41,2.91,3
tabous,tabu,tabou,ADJ,m,p,0.2,0.34,2
tabous,tabu,tabou,NOM,m,p,0.64,1.42,2
tabula,tabyla,tabuler,VER,,,0.04,0.0,3
tabulaire,tabylER,tabulaire,ADJ,f,s,0.0,0.2,3
tabulateur,tabylat9R,tabulateur,NOM,m,s,0.01,0.07,4
tabulations,tabylasj§,tabulation,NOM,f,p,0.01,0.0,4
tabès,tabEs,tabès,NOM,m,,0.0,0.07,2
tac,tak,tac,NOM,m,s,3.16,4.59,1
tacatac,takatak,tacatac,ONO,,,0.0,0.07,3
tacatacatac,takatakatak,tacatacatac,ONO,,,0.0,0.07,5
tacauds,tako,tacaud,NOM,m,p,0.0,0.07,2
tachaient,taSE,tacher,VER,,,0.0,0.27,2
tachait,taSE,tacher,VER,,,0.0,0.88,2
tachant,taS@,tacher,VER,,,0.0,0.41,2
tache,taS,tache,NOM,f,s,12.61,33.92,1
tache,taS,tacher,VER,,,0.89,1.35,1
tachent,taS,tacher,VER,,,0.05,0.07,1
tacher,taSe,tacher,VER,,,1.11,1.01,2
tachera,taS°Ra,tacher,VER,,,0.16,0.07,3
tacherai,taS°RE,tacher,VER,,,0.03,0.14,3
tacherais,taS°RE,tacher,VER,,,0.0,0.07,3
tacherait,taS°RE,tacher,VER,,,0.1,0.07,3
taches,taS,tache,NOM,f,p,8.44,37.36,1
taches,taS,tacher,VER,,,0.16,0.07,1
tachetaient,taS°tE,tacheter,VER,,,0.0,0.07,3
tachetant,taS°t@,tacheter,VER,,,0.0,0.07,3
tacheter,taS°te,tacheter,VER,,,0.0,0.07,3
tachetures,taS°tyR,tacheture,NOM,f,p,0.0,0.07,3
tacheté,taS°te,tacheter,VER,m,s,0.16,0.81,3
tachetée,taS°te,tacheter,VER,f,s,0.1,1.08,3
tachetées,taS°te,tacheter,VER,f,p,0.02,0.54,3
tachetés,taS°te,tacheter,VER,m,p,0.01,0.47,3
tachez,taSe,tacher,VER,,,0.19,0.07,2
tachiste,taSist,tachiste,ADJ,f,s,0.0,0.07,2
tachons,taS§,tacher,VER,,,0.04,0.0,2
tachyarythmie,takiaRitmi,tachyarythmie,NOM,f,s,0.04,0.0,5
tachycarde,takikaRd,tachycarder,VER,,,0.53,0.07,3
tachycardie,takikaRdi,tachycardie,NOM,f,s,0.82,0.47,4
tachycardies,takikaRdi,tachycardie,NOM,f,p,0.0,0.14,4
tachymètre,takimEtR,tachymètre,NOM,m,s,0.0,0.14,3
tachyon,takj§,tachyon,NOM,m,s,0.07,0.0,2
tachyons,takj§,tachyon,NOM,m,p,0.16,0.0,2
taché,taSe,tacher,VER,m,s,1.7,4.32,2
tachée,taSe,tacher,VER,f,s,1.05,3.92,2
tachées,taSe,tacher,VER,f,p,0.69,1.42,2
tachéomètre,takeomEtR,tachéomètre,NOM,m,s,0.02,0.0,4
tachés,taSe,tacher,VER,m,p,0.39,2.36,2
tacite,tasit,tacite,ADJ,,s,0.57,4.26,2
tacitement,tasit°m@,tacitement,ADV,,,0.01,1.62,4
tacites,tasit,tacite,ADJ,,p,0.01,0.41,2
taciturne,tasityRn,taciturne,ADJ,,s,0.93,5.41,3
taciturnes,tasityRn,taciturne,ADJ,,p,0.1,1.15,3
taciturnité,tasityRnite,taciturnité,NOM,f,s,0.0,0.2,5
tacle,takl,tacle,NOM,m,s,0.38,0.07,1
tacler,takle,tacler,VER,,,0.04,0.0,2
taco,tako,taco,NOM,m,s,0.99,0.0,2
tacon,tak§,tacon,NOM,m,s,0.0,0.14,2
taconnet,takOnE,taconnet,NOM,m,s,0.0,0.34,3
tacos,tako,taco,NOM,m,p,1.01,0.27,2
tacot,tako,tacot,NOM,m,s,1.25,0.74,2
tacots,tako,tacot,NOM,m,p,0.06,0.0,2
tacs,tak,tac,NOM,m,p,0.05,0.07,1
tact,takt,tact,NOM,m,s,2.68,4.8,1
tacticien,taktisj5,tacticien,NOM,m,s,0.25,0.41,3
tacticienne,taktisjEn,tacticien,NOM,f,s,0.1,0.0,3
tacticiens,taktisj5,tacticien,NOM,m,p,0.01,0.0,3
tactile,taktil,tactile,ADJ,,s,0.14,0.61,2
tactilement,taktil°m@,tactilement,ADV,,,0.0,0.14,4
tactiles,taktil,tactile,ADJ,,p,0.07,0.27,2
tactique,taktik,tactique,ADJ,,s,2.27,0.95,2
tactique,taktik,tactique,NOM,f,s,4.46,6.42,2
tactiquement,taktik°m@,tactiquement,ADV,,,0.25,0.07,4
tactiques,taktik,tactique,ADJ,,p,0.67,0.68,2
tactiques,taktik,tactique,NOM,f,p,0.85,0.27,2
tadjik,tadZik,tadjik,NOM,m,s,0.0,0.14,2
tadorne,tadORn,tadorne,NOM,m,s,0.0,0.2,2
tadornes,tadORn,tadorne,NOM,m,p,0.0,0.2,2
taenia,tenja,taenia,NOM,m,s,0.0,0.68,2
taf,taf,taf,NOM,m,s,1.04,0.54,1
tafanard,tafanaR,tafanard,NOM,m,s,0.0,0.2,3
taffe,taf,taffe,NOM,f,s,2.02,0.14,1
taffes,taf,taffe,NOM,f,p,0.03,0.0,1
taffetas,taf°ta,taffetas,NOM,m,,0.17,1.76,3
tafia,tafja,tafia,NOM,m,s,0.01,0.07,2
tafs,taf,taf,NOM,m,p,0.01,0.0,1
tag,tag,tag,NOM,m,s,0.79,0.41,1
tagada,tagada,tagada,ONO,,,0.99,0.34,3
tagalog,tagalOg,tagalog,NOM,m,s,0.04,0.14,3
tagger,tage,tagger,NOM,m,s,0.13,0.0,2
tagliatelle,tagliatEl,tagliatelle,NOM,f,s,0.01,0.34,4
tagliatelles,taglijatEl,tagliatelle,NOM,f,p,0.37,0.14,4
taguais,tagE,taguer,VER,,,0.01,0.0,2
tague,tag,taguer,VER,,,0.06,0.0,1
taguer,tage,taguer,VER,,,0.21,0.0,2
tagueur,tag9R,tagueur,NOM,m,s,0.03,0.0,2
tagueurs,tag9R,tagueur,NOM,m,p,0.04,0.0,2
tahitien,taisj5,tahitien,ADJ,m,s,0.04,0.0,3
tahitien,taisj5,tahitien,NOM,m,s,0.04,0.0,3
tahitienne,taisjEn,tahitien,ADJ,f,s,0.11,0.0,3
tahitienne,taisjEn,tahitien,NOM,f,s,0.02,0.07,3
tahitiennes,taisjEn,tahitien,ADJ,f,p,0.01,0.0,3
tahitiennes,taisjEn,tahitien,NOM,f,p,0.02,0.2,3
tahitiens,taisj5,tahitien,NOM,m,p,0.0,0.07,3
tai-chi,tajtSi,tai-chi,NOM,m,s,0.12,0.0,2
taie,tE,taie,NOM,f,s,0.35,1.96,1
taies,tE,taie,NOM,f,p,0.16,0.61,1
taifas,tEifa,taifa,NOM,m,p,0.0,0.07,3
tailla,taja,tailler,VER,,,0.01,1.01,2
taillable,tajabl,taillable,ADJ,m,s,0.0,0.07,2
taillables,tajabl,taillable,ADJ,,p,0.0,0.07,2
taillada,tajada,taillader,VER,,,0.0,0.07,3
tailladait,tajadE,taillader,VER,,,0.03,0.2,3
tailladant,tajad@,taillader,VER,,,0.12,0.2,3
taillade,tajad,taillade,NOM,f,s,0.3,0.0,2
taillade,tajad,taillader,VER,,,0.16,0.0,2
tailladent,tajad,taillader,VER,,,0.01,0.07,2
taillader,tajade,taillader,VER,,,0.47,0.34,3
tailladez,tajade,taillader,VER,,,0.0,0.07,3
tailladé,tajade,taillader,VER,m,s,0.48,0.34,3
tailladée,tajade,taillader,VER,f,s,0.25,0.14,3
tailladées,tajade,taillader,VER,f,p,0.0,0.14,3
tailladés,tajade,taillader,VER,m,p,0.06,0.27,3
taillaient,tajE,tailler,VER,,,0.03,0.68,2
taillais,tajE,tailler,VER,,,0.19,0.41,2
taillait,tajE,tailler,VER,,,0.25,3.11,2
taillandier,taj@dje,taillandier,NOM,m,s,0.0,0.07,3
taillant,taj@,tailler,VER,,,0.14,1.42,2
taillants,taj@,taillant,NOM,m,p,0.0,0.07,2
taille,taj,taille,NOM,f,s,41.32,72.84,1
taille,taj,tailler,VER,,,4.63,3.51,1
taille-crayon,tajkREj§,taille-crayon,NOM,m,s,0.04,0.54,3
taille-crayons,tajkREj§,taille-crayon,NOM,m,p,0.03,0.14,3
taille-douce,tajdus,taille-douce,NOM,f,s,0.0,0.14,2
taille-haie,tajE,taille-haie,NOM,m,s,0.06,0.0,2
taille-haies,tajE,taille-haie,NOM,m,p,0.01,0.07,2
taillent,taj,tailler,VER,,,0.56,1.15,1
tailler,taje,tailler,VER,,,2.93,6.89,2
taillera,taj°Ra,tailler,VER,,,0.06,0.14,3
taillerai,taj°RE,tailler,VER,,,0.18,0.27,3
taillerais,taj°RE,tailler,VER,,,0.3,0.0,3
taillerait,taj°RE,tailler,VER,,,0.02,0.27,3
taillerez,taj°Re,tailler,VER,,,0.0,0.07,3
tailleront,taj°R§,tailler,VER,,,0.04,0.0,3
tailles,taj,taille,NOM,f,p,1.85,3.65,1
tailles,taj,tailler,VER,,,0.2,0.14,1
tailles-douces,tajdus,taille-douce,NOM,f,p,0.0,0.07,2
tailleur,taj9R,tailleur,NOM,m,s,7.0,22.64,2
tailleur-pantalon,taj9Rp@tal§,tailleur-pantalon,NOM,m,s,0.01,0.07,5
tailleurs,taj9R,tailleur,NOM,m,p,1.03,2.57,2
tailleuse,taj2z,tailleuse,NOM,f,s,2.29,0.07,2
taillez,taje,tailler,VER,,,0.27,0.27,2
taillis,taji,taillis,NOM,m,,0.34,15.0,2
tailloir,tajwaR,tailloir,NOM,m,s,0.0,0.14,2
tailloirs,tajwaR,tailloir,NOM,m,p,0.0,0.07,2
taillons,taj§,tailler,VER,,,0.07,0.07,2
taillons,taj§,taillon,NOM,m,p,0.12,0.14,2
taillèrent,tajER,tailler,VER,,,0.01,0.07,2
taillé,taje,tailler,VER,m,s,2.38,7.7,2
taillé,taje,taillé,ADJ,m,s,0.5,2.43,2
taillée,taje,tailler,VER,f,s,0.48,4.32,2
taillée,taje,taillé,ADJ,f,s,0.22,2.03,2
taillées,taje,tailler,VER,f,p,0.28,2.3,2
taillées,taje,taillé,ADJ,f,p,0.13,0.95,2
taillés,taje,tailler,VER,m,p,0.27,3.85,2
taillés,taje,taillé,ADJ,m,p,0.08,1.62,2
tain,t5,tain,NOM,m,s,0.83,1.55,1
taira,tERa,taire,VER,,,0.22,0.74,2
tairai,tERE,taire,VER,,,1.74,0.34,2
tairaient,tERE,taire,VER,,,0.01,0.07,2
tairais,tERE,taire,VER,,,0.34,0.14,2
tairait,tERE,taire,VER,,,0.01,0.88,2
tairas,tERa,taire,VER,,,0.29,0.0,2
taire,tER,taire,VER,,,31.81,31.69,1
tairez,tERe,taire,VER,,,0.06,0.07,2
tairions,tERj§,taire,VER,,,0.0,0.14,2
tairons,tER§,taire,VER,,,0.06,0.2,2
tairont,tER§,taire,VER,,,0.51,0.14,2
tais,tE,taire,VER,,,77.46,17.43,1
taisaient,tEzE,taire,VER,,,0.3,4.53,2
taisais,tEzE,taire,VER,,,0.53,2.5,2
taisait,tEzE,taire,VER,,,0.63,12.36,2
taisant,tEz@,taire,VER,,,0.24,2.03,2
taise,tEz,taire,VER,,,1.51,1.49,1
taisent,tEz,taire,VER,,,1.28,5.0,1
taises,tEz,taire,VER,,,0.16,0.14,1
taiseux,tEz2,taiseux,ADJ,m,s,0.02,0.14,2
taisez,tEze,taire,VER,,,24.3,4.39,2
